Unnamed: 0,Num.,Height（ um）,Roughness （nm）,Length,Wideth,Adhesion (pN),Elastic modulus,Aspect Ratio,Unnamed: 9,Unnamed: 10
,,2.577,196.3,103.6,25.49,632.3,6.668,4.06433895645351,,
,,2.536,195.7,103.7,25.56,632.0,6.282,4.05712050078247,,
,,2.588,223.1,103.7,25.36,632.1,5.849,4.0891167192429,,
,,2.55,196.3,103.5,25.61,632.3,5.71,4.04139008199922,,
,,2.583,189.0,103.6,25.01,631.7,5.946,4.14234306277489,,
,,2.585,221.6,103.4,24.83,634.9,6.126,4.16431735803464,,
,,2.58,187.6,103.4,25.18,630.9,6.292,4.10643367752184,,
,59,2.629,186.2,84.22,36.1,656.9,6.455,2.33296398891967,,
,,2.653,185.1,84.18,35.8,657.6,6.175,2.35139664804469,,
,,2.718,187.0,83.76,35.94,657.9,7.134,2.330550918197,,
,,2.715,190.4,84.0,35.88,658.9,6.34,2.34113712374582,,
,,2.698,196.5,84.33,36.13,658.4,6.327,2.33407140880155,,
,,2.662,201.1,84.36,35.33,657.2,6.624,2.38777243136145,,
,,2.592,204.1,84.37,36.04,656.9,6.73,2.34100998890122,,
,,2.662,208.7,84.87,36.28,657.0,6.728,2.33930540242558,,
,,2.605,221.6,84.53,36.69,659.1,6.75,2.30389751976015,,
,,2.549,204.1,84.27,36.28,660.4,6.809,2.32276736493936,,
,,2.508,200.4,83.85,35.98,658.4,6.72,2.33046136742635,,
,,2.574,198.4,84.43,36.18,657.6,6.69,2.33360972913212,,
,,2.526,195.5,84.29,36.23,657.0,6.941,2.32652497929892,,
,,2.505,194.2,84.32,35.98,657.5,6.6,2.34352418010006,,
,,2.53,187.0,84.19,36.2,658.0,6.703,2.32569060773481,,
,,2.565,192.5,83.98,36.14,656.7,6.604,2.32374100719424,,
,,2.633,188.7,84.63,36.09,656.5,6.751,2.34497090606816,,
,,2.715,206.1,84.15,35.72,655.9,6.576,2.35582306830907,,
,,2.634,220.7,84.77,36.06,657.2,6.544,2.35080421519689,,
,,2.698,185.2,83.98,36.04,658.4,6.736,2.33018867924528,,
,60,2.832,148.9,112.1,46.53,620.4,15.0,2.40919836664517,,
,,2.818,132.6,114.2,46.21,621.5,13.68,2.47132655269422,,
,,2.808,130.6,114.4,46.34,621.1,14.76,2.46870953819594,,
,,2.811,131.7,114.3,46.14,624.3,15.82,2.47724317295189,,
,,2.81,142.5,114.2,45.99,623.6,13.96,2.48314851054577,,
,,2.832,130.2,113.9,46.12,623.7,13.5,2.46964440589766,,
,,2.834,160.2,113.8,45.76,622.2,13.68,2.48688811188811,,
,,2.832,155.0,114.1,45.92,622.0,14.84,2.48475609756098,,
,,2.848,131.7,114.4,46.3,621.8,15.85,2.47084233261339,,
,,2.835,142.5,114.5,45.96,624.6,16.17,2.49129677980853,,
,,2.802,153.2,114.1,46.07,623.7,18.36,2.47666594313002,,
,,2.798,150.1,113.7,46.0,623.6,15.51,2.47173913043478,,
,,2.803,132.2,113.6,46.33,625.8,15.09,2.4519749622275,,
,,2.839,135.7,114.1,46.18,624.5,14.77,2.47076656561282,,
,,2.849,148.3,113.6,46.26,623.3,14.71,2.45568525724168,,
,,2.818,167.2,114.0,46.16,621.6,15.9,2.46967071057192,,
,,2.822,130.5,113.8,46.07,620.1,15.48,2.47015411330584,,
,,2.833,130.2,114.7,46.22,621.6,17.12,2.48160969277369,,
,,2.84,148.9,114.6,46.3,624.3,16.37,2.47516198704104,,
,,2.819,135.7,114.2,45.88,622.2,15.65,2.48910200523104,,
,61,3.355,181.55,79.36,36.54,687.0,4.903,2.17186644772852,,
,,3.354,181.31,80.24,36.66,697.3,5.114,2.18876159301691,,
,,3.35,187.06,79.89,35.41,689.0,5.905,2.25614233267439,,
,,3.341,189.84,79.84,35.86,688.9,5.142,2.22643614054657,,
,,3.336,186.6,78.6,35.76,691.3,4.861,2.19798657718121,,
,,3.28,205.9,79.56,35.21,695.4,4.73,2.25958534507242,,
,,3.336,202.38,79.68,35.25,697.6,4.903,2.26042553191489,,
,,3.378,199.07,80.0,35.46,677.7,5.113,2.25606316976875,,
,,3.394,207.06,80.05,35.44,697.4,5.977,2.25874717832957,,
,,3.393,202.23,79.93,35.16,696.6,6.566,2.27332195676906,,
,,3.345,191.69,79.81,34.63,702.6,6.396,2.30464914813745,,
,,3.396,187.03,79.88,35.46,691.8,4.7,2.2526790750141,,
,,3.38,181.55,79.77,34.89,679.0,4.834,2.28632846087704,,
,,3.356,188.51,80.09,35.15,679.2,4.604,2.27852062588905,,
,,3.38,202.38,80.08,35.36,680.7,5.349,2.26470588235294,,
,,3.28,205.9,79.6,35.34,682.8,5.412,2.2524052065648,,
,,3.336,189.84,79.77,35.36,691.3,5.427,2.25593891402715,,
,,3.341,207.06,80.2,35.01,699.8,6.0,2.29077406455298,,
,,3.376,191.69,80.14,35.28,697.3,6.684,2.27154195011338,,
,,3.399,205.9,79.69,35.13,691.8,5.439,2.26843153999431,,
,62,1.434,177.33,95.68,38.27,581.4,7.666,2.50013065064019,,
,,1.441,179.03,95.9,38.07,580.6,7.575,2.5190438665616,,
,,1.392,182.59,96.52,37.68,583.5,7.9,2.56157112526539,,
,,1.271,185.28,95.89,37.66,582.3,7.878,2.54620286776421,,
,,1.404,190.29,96.09,37.87,584.6,7.377,2.53736466860312,,
,,1.198,186.96,96.5,37.89,584.4,8.118,2.54684613354447,,
,,1.575,179.77,96.31,37.87,584.5,8.702,2.5431740163718,,
,,1.539,179.49,96.52,38.28,586.4,9.044,2.521421107628,,
,,1.577,185.21,95.7,38.08,589.9,9.036,2.51313025210084,,
,,1.565,182.97,96.13,38.09,589.4,9.064,2.52375951693358,,
,,1.549,189.07,95.93,38.5,584.7,8.54,2.49168831168831,,
,,1.396,209.99,95.73,38.28,582.8,9.553,2.50078369905956,,
,,1.36,189.07,95.94,38.07,580.3,9.212,2.52009456264775,,
,,1.446,185.21,96.57,38.09,579.6,8.845,2.53531110527698,,
,,1.513,179.55,96.56,37.93,580.6,7.571,2.54574215660427,,
,,1.734,186.82,95.92,38.53,582.3,8.779,2.48948871009603,,
,,1.715,206.92,96.59,38.31,585.2,9.568,2.52127381884625,,
,,1.694,191.3,95.95,38.1,587.4,7.431,2.51837270341207,,
,,1.624,179.53,95.93,37.9,586.9,7.465,2.5311345646438,,
,,1.428,179.77,96.54,37.75,584.5,7.551,2.55735099337748,,
,63,2.083,151.4,110.0,26.04,646.2,7.273,4.22427035330261,,
,,2.085,116.3,108.7,25.63,642.4,7.135,4.24112368318377,,
,,2.067,119.7,109.0,26.08,642.7,7.473,4.17944785276074,,
,,2.043,120.3,109.4,26.24,643.5,8.081,4.16920731707317,,
,,2.054,122.8,109.5,26.7,652.2,7.861,4.10112359550562,,
,,2.066,121.7,109.8,26.84,650.3,8.372,4.09090909090909,,
,,2.042,118.1,109.6,26.54,642.4,7.85,4.12961567445365,,
,,2.001,149.8,109.7,26.47,648.6,7.097,4.14431431809596,,
,,2.027,119.7,109.5,26.54,654.7,6.973,4.12584777694047,,
,,2.067,124.1,109.4,26.77,657.2,7.005,4.08666417631677,,
,,2.075,129.9,109.5,27.01,657.4,7.157,4.05405405405405,,
,,2.08,119.7,109.9,26.73,648.5,8.121,4.11148522259633,,
,,2.06,116.3,110.0,26.5,649.6,8.571,4.15094339622642,,
,,2.074,118.1,109.8,26.58,642.4,7.492,4.13092550790068,,
,,2.076,126.9,110.4,26.66,650.3,7.175,4.1410352588147,,
,,2.083,116.3,109.8,26.31,643.6,7.468,4.1733181299886,,
,,2.085,127.5,109.6,26.14,642.4,7.059,4.19280795715379,,
,,2.074,120.3,109.5,25.97,646.2,7.097,4.2164035425491,,
,,2.043,153.0,109.9,26.07,642.4,7.394,4.21557345607979,,
,,2.074,148.9,110.0,26.6,643.5,7.638,4.13533834586466,,
,64,2.728,148.3,86.46,28.99,824.2,5.724,2.98240772680235,,
,,2.784,158.8,85.57,29.51,829.1,7.464,2.89969501863775,,
,,2.783,149.2,84.65,29.45,827.4,7.895,2.87436332767402,,
,,2.793,147.3,84.84,28.95,827.3,7.307,2.93056994818653,,
,,2.76,139.8,85.11,29.1,828.1,7.964,2.92474226804124,,
,,2.696,158.8,85.56,29.25,826.9,7.345,2.9251282051282,,
,,2.761,173.3,85.38,29.44,828.1,7.904,2.90013586956522,,
,,2.775,167.1,85.02,29.47,823.6,5.503,2.88496776382762,,
,,2.758,169.0,85.47,29.54,823.1,6.077,2.89336492890995,,
,,2.716,149.2,84.93,29.64,823.6,7.722,2.86538461538462,,
,,2.64,158.8,85.2,29.29,827.8,7.11,2.90884260839877,,
,,2.626,188.8,85.39,29.3,829.7,6.314,2.91433447098976,,
,,2.548,173.6,84.93,29.47,825.1,5.602,2.8819138106549,,
,,2.427,148.0,85.11,29.46,824.2,6.057,2.88900203665988,,
,,2.399,149.2,85.2,29.09,823.8,6.853,2.9288415262977,,
,,2.269,146.3,84.75,29.56,822.7,6.893,2.867050067659,,
,,2.425,176.5,85.3,29.47,823.6,7.943,2.89446895147608,,
,,2.432,161.7,85.57,29.2,823.8,6.762,2.93047945205479,,
,,2.422,149.2,85.2,29.39,827.3,8.553,2.8989452194624,,
,,2.642,139.6,85.38,29.33,826.5,7.895,2.91101261506989,,
,65,2.064,192.9,92.18,28.82,645.9,14.26,3.19847328244275,,
,,2.0,187.5,92.89,28.64,647.4,14.46,3.24336592178771,,
,,1.962,194.8,92.92,28.27,645.5,14.5,3.28687654757694,,
,,2.004,205.8,93.88,28.18,646.9,14.29,3.33144073811214,,
,,2.024,206.8,93.69,28.03,646.3,13.94,3.34249018908312,,
,,2.031,238.7,93.35,28.13,652.8,13.28,3.31852115179524,,
,,2.078,219.0,93.12,28.17,646.9,13.33,3.30564430244941,,
,,2.096,184.4,93.25,28.27,648.1,13.6,3.29854969932791,,
,,2.12,173.6,93.16,28.21,650.4,13.81,3.30237504431053,,
,,2.119,167.3,93.43,28.43,648.9,14.22,3.28631727048892,,
,,2.135,176.4,93.35,28.26,651.3,14.01,3.30325548478415,,
,,2.111,183.4,93.45,28.78,654.3,14.08,3.24704656011119,,
,,2.088,192.9,93.64,28.34,653.5,14.29,3.30416372618207,,
,,2.059,194.8,93.73,28.2,650.1,14.31,3.32375886524823,,
,,2.016,214.3,93.54,28.34,653.5,14.5,3.30063514467184,,
,,1.972,206.2,93.26,28.41,655.5,14.79,3.28264695529743,,
,,1.939,206.1,93.52,28.55,650.8,14.83,3.27565674255692,,
,,1.971,206.8,93.62,28.32,651.9,15.04,3.30579096045198,,
,,2.0,184.4,93.37,28.49,648.1,14.31,3.27729027729028,,
,,2.027,200.8,94.07,28.16,646.6,14.15,3.34055397727273,,
,66,2.583,223.0,91.99,40.82,709.7,7.02,2.25355218030377,,
,,2.592,196.4,91.8,40.63,708.0,7.624,2.25941422594142,,
,,2.552,221.5,92.19,40.44,709.2,7.818,2.27967359050445,,
,,2.553,217.5,92.38,40.45,713.4,7.197,2.28380716934487,,
,,2.523,213.3,92.39,40.84,713.8,6.69,2.26224289911851,,
,,2.517,210.5,92.78,40.45,708.0,6.895,2.29369592088999,,
,,2.458,192.5,92.39,40.25,707.4,6.954,2.29540372670807,,
,,2.492,254.9,92.0,40.84,708.9,7.252,2.25269343780607,,
,,2.518,180.1,92.01,40.83,714.2,7.431,2.25349008082292,,
,,2.583,185.0,91.8,40.63,719.1,7.728,2.25941422594142,,
,,2.607,196.4,92.18,41.01,714.2,7.25,2.24774445257254,,
,,2.62,210.9,92.38,41.24,709.6,7.245,2.24005819592628,,
,,2.634,201.5,92.4,41.02,708.9,7.157,2.25255972696246,,
,,2.63,226.2,92.21,41.23,707.4,7.278,2.23647829250546,,
,,2.605,226.1,92.19,40.84,706.0,7.154,2.25734573947111,,
,,2.587,237.3,91.41,40.26,708.0,7.197,2.27049180327869,,
,,2.583,221.5,91.81,40.66,709.2,7.619,2.25799311362518,,
,,2.491,213.3,91.8,40.85,710.0,7.351,2.24724602203182,,
,,2.564,192.5,92.58,41.05,708.8,7.052,2.25529841656516,,
,,2.576,213.0,92.38,40.45,708.0,7.431,2.28380716934487,,
,67,2.021,170.5,124.0,45.03,653.1,14.9,2.75371974239396,,
,,2.035,162.5,124.6,45.88,655.9,15.72,2.71578029642546,,
,,2.03,171.9,124.4,45.76,642.5,15.65,2.71853146853147,,
,,2.023,184.7,123.9,45.52,645.3,15.19,2.72188049209139,,
,,2.033,191.0,123.8,45.44,640.4,14.31,2.72447183098592,,
,,2.016,174.5,124.0,45.41,641.6,14.59,2.73067606254129,,
,,2.018,180.0,124.5,45.28,654.9,15.26,2.74955830388693,,
,,1.996,204.6,124.2,45.41,661.5,14.9,2.7350803787712,,
,,1.961,218.3,124.0,45.1,661.4,14.83,2.74944567627494,,
,,2.018,214.2,124.3,45.18,653.1,14.31,2.75121735281098,,
,,2.026,188.8,124.6,45.05,651.3,15.19,2.76581576026637,,
,,2.016,172.4,123.9,44.61,652.1,17.06,2.77740416946873,,
,,1.996,176.4,124.1,44.81,644.3,14.9,2.76947110020085,,
,,1.992,172.5,123.8,45.09,640.3,16.27,2.74561987136837,,
,,2.016,215.9,123.5,45.34,650.0,15.72,2.72386413762682,,
,,2.024,171.9,123.9,45.12,645.3,14.59,2.74601063829787,,
,,2.029,164.3,123.8,45.34,654.6,14.31,2.73048081164535,,
,,2.033,187.4,123.5,45.56,661.5,14.83,2.71071115013169,,
,,2.028,163.3,124.3,45.43,655.9,15.54,2.73607748184019,,
,,2.015,177.0,124.5,43.81,651.3,14.9,2.84181693677243,,
,68,2.741,191.6,106.8,44.67,637.5,17.31,2.39086635325722,,
,,2.774,178.1,106.3,44.65,635.1,16.75,2.38073908174692,,
,,2.777,171.9,106.4,44.12,630.4,16.97,2.41160471441523,,
,,2.803,191.0,106.5,44.7,628.9,17.2,2.38255033557047,,
,,2.819,178.2,106.6,44.52,630.4,19.12,2.39442946990117,,
,,2.817,178.5,106.4,44.4,630.0,18.69,2.3963963963964,,
,,2.821,191.7,106.6,44.84,633.7,18.78,2.37734165923283,,
,,2.808,175.1,106.4,44.56,635.4,17.85,2.38779174147217,,
,,2.819,202.9,106.7,44.4,639.3,17.61,2.40315315315315,,
,,2.8,200.8,106.8,44.7,639.0,17.09,2.38926174496644,,
,,2.783,196.7,106.5,44.84,637.3,17.17,2.37511150758252,,
,,2.742,211.6,107.0,44.83,630.0,17.9,2.38679455721615,,
,,2.704,198.2,106.7,44.68,631.8,17.51,2.38809310653536,,
,,2.707,191.3,106.3,44.82,625.5,17.71,2.37170905845605,,
,,2.768,171.9,106.4,44.54,622.6,17.66,2.38886394252357,,
,,2.8,171.3,106.7,44.25,618.8,18.65,2.41129943502825,,
,,2.804,185.9,106.6,44.11,625.5,17.99,2.4166855588302,,
,,2.82,202.3,106.9,44.38,629.6,17.61,2.40874267688148,,
,,2.819,222.0,106.2,44.52,631.7,18.0,2.38544474393531,,
,,2.796,199.7,106.6,44.81,633.7,17.43,2.37893327382281,,
,69,1.799,161.1,82.86,33.12,681.9,16.04,2.5018115942029,,
,,1.857,165.4,82.99,33.06,683.4,17.54,2.51028433151845,,
,,1.788,174.7,82.58,33.19,689.5,17.7,2.48809882494727,,
,,1.746,160.8,82.38,33.15,689.4,17.27,2.48506787330317,,
,,1.846,186.6,82.74,33.12,688.8,16.37,2.4981884057971,,
,,1.831,182.8,82.7,33.26,685.8,16.41,2.48647023451594,,
,,1.798,180.6,82.76,33.2,689.3,17.2,2.49277108433735,,
,,1.772,161.1,82.28,33.31,687.7,17.0,2.47012909036325,,
,,1.799,167.7,82.84,33.09,687.5,17.05,2.50347537020248,,
,,1.832,186.6,82.02,33.42,686.9,17.16,2.45421903052065,,
,,1.875,182.8,82.4,33.31,687.2,17.07,2.47373161212849,,
,,1.859,224.5,82.34,33.2,686.0,17.02,2.48012048192771,,
,,1.865,197.7,82.48,33.31,685.9,17.05,2.47613329330531,,
,,1.824,198.0,82.86,33.14,684.1,17.35,2.50030175015087,,
,,1.833,182.7,82.67,33.12,684.4,17.84,2.49607487922705,,
,,1.84,212.3,82.36,33.04,688.2,18.21,2.49273607748184,,
,,1.814,211.3,82.34,33.61,689.3,17.8,2.44986611127641,,
,,1.874,182.7,82.3,33.49,687.2,17.58,2.45744998507017,,
,,1.857,161.1,82.85,33.3,685.4,17.55,2.48798798798799,,
,,1.83,167.0,82.66,33.15,682.9,17.27,2.49351432880845,,
,70,2.639,146.01,86.67,32.62,726.4,9.62,2.65695892090742,,
,,2.708,146.43,86.57,32.22,726.5,10.68,2.68684047175667,,
,,2.672,145.09,86.7,31.83,728.3,10.7,2.72384542884072,,
,,2.636,153.61,86.91,31.82,726.6,10.2,2.73130106851037,,
,,2.579,146.01,86.33,32.21,725.8,8.71,2.68022353306427,,
,,2.451,166.7,86.12,32.02,729.8,8.624,2.6895690193629,,
,,2.516,155.09,86.93,31.82,732.8,9.65,2.73192960402263,,
,,2.558,140.42,86.94,31.18,735.6,8.71,2.78832584990378,,
,,2.636,141.93,86.95,32.02,733.8,7.736,2.71549031855091,,
,,2.672,151.2,87.12,32.23,732.7,6.983,2.70307167235495,,
,,2.696,142.8,86.53,31.71,732.8,9.62,2.7287921791233,,
,,2.647,142.26,86.57,31.72,735.9,8.71,2.72919293820933,,
,,2.651,132.77,86.76,32.2,732.6,9.328,2.6944099378882,,
,,2.622,135.45,86.73,32.69,734.5,7.798,2.65310492505353,,
,,2.497,146.36,86.72,31.87,731.5,7.736,2.72105428302479,,
,,2.461,149.35,86.33,32.04,726.8,8.71,2.69444444444444,,
,,2.443,155.17,86.57,32.01,729.8,7.797,2.70446735395189,,
,,2.558,159.36,86.93,32.65,730.7,8.624,2.6624808575804,,
,,2.649,153.09,86.96,32.32,730.9,9.328,2.69059405940594,,
,,2.696,155.09,86.98,32.18,728.7,8.457,2.70292106898695,,
,71,2.099,293.2,90.53,43.31,640.1,13.69,2.09027938120526,,
,,2.15,275.5,91.31,43.14,637.0,12.38,2.11659712563746,,
,,2.153,211.3,90.71,43.31,635.7,13.8,2.09443546525052,,
,,2.154,219.6,90.55,43.39,635.6,13.41,2.08688637935008,,
,,2.131,193.8,90.64,43.64,638.3,13.89,2.07699358386801,,
,,2.135,197.6,90.95,43.31,639.5,14.26,2.09997691064419,,
,,1.09,235.3,90.46,43.22,637.0,15.3,2.09301249421564,,
,,2.07,219.6,90.58,43.48,637.8,14.55,2.08325666973321,,
,,2.062,197.6,90.69,43.9,643.4,14.23,2.06583143507973,,
,,2.069,255.5,91.03,43.72,641.4,13.69,2.08211344922232,,
,,2.057,211.3,90.6,43.81,641.7,13.38,2.06802099977174,,
,,2.069,205.3,90.78,43.39,635.6,12.88,2.09218713989398,,
,,2.075,249.5,90.94,43.31,636.5,13.8,2.09974601708612,,
,,2.115,275.5,90.76,43.38,645.8,13.38,2.09220839096358,,
,,2.09,211.3,90.58,43.64,640.3,13.6,2.0756186984418,,
,,2.062,196.2,90.49,43.89,637.0,13.99,2.06174527227159,,
,,2.032,193.8,90.06,43.64,637.8,13.98,2.06370302474794,,
,,1.993,208.3,90.29,43.47,643.0,12.56,2.07706464228203,,
,,2.115,225.0,90.24,43.64,635.7,12.81,2.06782768102658,,
,,2.153,268.4,90.49,43.72,636.6,12.88,2.06976212259835,,
,72,2.476,136.1,98.31,25.93,626.7,8.558,3.79136135750096,,
,,2.559,131.9,98.19,26.03,605.3,8.969,3.77218593930081,,
,,2.601,129.2,98.29,25.49,604.7,8.324,3.85602196939976,,
,,2.628,135.8,98.25,25.69,607.8,8.969,3.82444530945893,,
,,2.634,141.6,97.7,25.94,626.8,8.335,3.76638396299152,,
,,2.584,138.0,97.52,25.84,614.9,7.714,3.77399380804954,,
,,2.608,146.8,97.92,25.74,596.5,7.828,3.8041958041958,,
,,2.592,133.8,97.72,25.23,594.0,7.469,3.87316686484344,,
,,2.468,141.8,97.59,25.11,607.8,7.316,3.88649940262843,,
,,2.5,129.2,97.45,25.49,605.6,7.083,3.82306786975284,,
,,2.445,131.9,97.03,25.44,619.3,8.091,3.81407232704402,,
,,2.511,138.8,97.48,25.46,639.0,8.369,3.82875098193244,,
,,2.576,132.5,97.35,25.83,642.0,8.462,3.76887340301974,,
,,2.608,136.5,97.66,25.47,629.5,6.928,3.83431488025128,,
,,2.617,131.9,97.34,25.6,615.1,7.355,3.80234375,,
,,2.538,129.0,97.66,25.73,611.7,7.714,3.79556937427128,,
,,2.592,161.8,97.84,25.96,614.1,7.392,3.76887519260401,,
,,2.576,140.2,98.0,25.15,602.2,7.619,3.89662027833002,,
,,2.584,131.9,98.11,25.41,605.3,7.63,3.86107831562377,,
,,2.613,138.8,98.02,25.75,614.9,7.539,3.80660194174757,,
,73,1.298,170.9,83.35,24.03,653.9,4.955,3.46858094049105,,
,,1.315,172.2,83.38,24.29,651.9,4.994,3.43268834911486,,
,,1.305,178.2,83.57,24.25,649.2,4.832,3.44618556701031,,
,,1.292,179.1,83.47,24.22,651.0,5.144,3.44632535094963,,
,,1.278,180.5,83.52,24.2,646.6,5.041,3.45123966942149,,
,,1.268,176.8,83.7,24.0,653.2,4.732,3.4875,,
,,1.278,171.5,83.87,24.03,651.5,5.099,3.49022055763629,,
,,1.242,165.8,83.14,24.01,650.1,5.044,3.46272386505623,,
,,1.268,179.1,83.63,23.84,649.6,4.474,3.50796979865772,,
,,1.286,182.0,83.12,23.87,646.3,4.995,3.48219522413071,,
,,1.292,194.3,83.16,23.84,650.9,5.144,3.48825503355705,,
,,1.291,212.3,83.58,24.18,656.0,4.879,3.45657568238213,,
,,1.28,175.5,83.41,24.17,650.4,4.559,3.45097227968556,,
,,1.299,165.5,83.26,24.05,651.1,4.215,3.46195426195426,,
,,1.346,177.3,83.66,24.08,652.5,5.151,3.47425249169435,,
,,1.356,180.0,83.57,23.91,651.2,5.11,3.49519029694688,,
,,1.357,175.5,83.63,23.93,654.7,4.993,3.49477643125783,,
,,1.387,165.8,83.71,23.95,651.7,4.925,3.49519832985386,,
,,1.341,170.9,83.4,23.81,650.1,4.78,3.50272994540109,,
,,1.295,171.4,83.27,23.78,646.0,4.674,3.50168208578637,,
,74,2.089,167.1,82.71,21.59,625.5,6.98,3.83094025011579,,
,,2.04,166.9,82.97,22.37,622.5,6.246,3.70898524810013,,
,,2.016,159.9,83.56,22.36,631.8,6.207,3.73703041144902,,
,,2.037,150.5,83.33,22.46,636.1,5.968,3.71015138023152,,
,,1.996,138.1,83.96,22.5,633.4,6.002,3.73155555555555,,
,,1.937,158.1,83.47,22.56,634.7,5.86,3.69991134751773,,
,,2.066,158.8,83.3,22.48,624.6,6.176,3.70551601423488,,
,,2.11,157.0,83.53,22.15,622.6,6.112,3.77110609480813,,
,,2.102,144.1,83.95,22.27,630.1,6.301,3.76964526268523,,
,,2.089,157.0,84.18,22.33,631.6,5.876,3.76981639050605,,
,,2.054,133.1,84.34,22.37,633.5,5.907,3.77022798390702,,
,,1.941,167.1,84.52,22.54,634.6,6.278,3.74977817213842,,
,,2.858,163.1,83.9,22.48,632.9,6.661,3.73220640569395,,
,,1.908,150.5,83.36,22.37,631.1,6.748,3.72641931157801,,
,,2.002,141.0,83.45,22.27,624.6,6.471,3.74719353390211,,
,,2.025,158.8,83.56,22.16,627.4,6.203,3.77075812274368,,
,,2.03,143.8,83.66,22.28,624.6,5.684,3.75493716337522,,
,,2.005,142.7,83.63,22.07,621.9,5.591,3.78930675124603,,
,,2.088,152.7,83.51,22.16,626.1,5.86,3.76850180505415,,
,,2.09,150.5,84.05,21.72,630.6,5.672,3.86970534069982,,
,75,1.69,204.0,114.8,31.86,637.6,5.092,3.60326428123038,,
,,1.687,225.1,114.3,32.1,630.7,5.233,3.5607476635514,,
,,1.68,218.7,114.4,31.98,633.0,5.244,3.57723577235772,,
,,1.711,232.3,114.7,31.68,641.7,5.178,3.62058080808081,,
,,1.706,243.0,114.9,31.79,637.2,5.072,3.61434413337528,,
,,1.659,225.9,115.0,31.52,630.7,5.083,3.64847715736041,,
,,1.663,204.0,115.1,31.27,632.2,5.355,3.68084425967381,,
,,1.675,199.6,114.8,31.39,637.6,5.401,3.65721567378146,,
,,1.688,261.3,114.2,31.75,642.7,5.341,3.59685039370079,,
,,1.703,200.0,114.3,32.23,640.9,5.412,3.54638535525908,,
,,1.699,199.6,114.6,32.48,643.3,5.315,3.52832512315271,,
,,1.651,179.7,114.5,32.59,634.7,5.343,3.51334765265419,,
,,1.611,261.3,114.7,32.48,637.8,5.214,3.5314039408867,,
,,1.605,222.7,114.5,32.37,640.8,5.201,3.53722582638245,,
,,1.637,232.3,114.3,32.14,632.2,5.222,3.55631611698818,,
,,1.696,222.7,114.7,32.27,631.7,5.04,3.55438487759529,,
,,1.684,199.6,114.9,32.78,629.5,5.037,3.50518608907871,,
,,1.65,200.0,115.1,32.02,630.7,5.066,3.5946283572767,,
,,1.659,204.0,115.3,32.26,634.4,5.151,3.57408555486671,,
,,1.689,197.4,115.1,31.66,632.2,5.233,3.63550221099179,,
,76,2.855,149.9,78.64,26.22,642.9,4.461,2.99923722349352,,
,,2.868,150.3,79.56,26.28,638.0,4.323,3.02739726027397,,
,,2.83,143.45,79.16,25.74,638.9,4.311,3.07536907536908,,
,,2.793,145.4,78.82,25.63,639.9,4.475,3.07530238002341,,
,,2.792,145.5,79.52,25.32,640.8,4.886,3.14060031595577,,
,,2.778,140.68,79.17,25.19,640.5,4.211,3.14291385470425,,
,,2.783,143.25,78.68,25.46,638.1,4.25,3.09033778476041,,
,,2.855,146.3,78.52,25.66,640.8,4.014,3.06001558846454,,
,,2.837,141.0,78.73,25.35,640.2,4.311,3.10571992110454,,
,,2.834,142.15,79.33,25.73,639.0,4.885,3.08317139525845,,
,,2.749,139.6,79.28,25.44,639.9,4.732,3.11635220125786,,
,,2.783,143.07,78.79,25.17,642.8,4.01,3.13031386571315,,
,,2.809,143.25,78.52,25.36,639.5,3.987,3.09621451104101,,
,,2.781,138.18,78.9,25.46,639.9,4.021,3.09897879025923,,
,,2.809,138.52,79.17,25.29,640.0,4.087,3.13048635824437,,
,,2.847,141.17,79.58,25.0,640.3,4.475,3.1832,,
,,2.868,145.3,79.23,25.35,637.1,4.732,3.12544378698225,,
,,2.845,143.45,79.46,25.03,638.6,4.886,3.17459049141031,,
,,2.83,143.22,79.55,25.36,638.0,4.461,3.13682965299685,,
,,2.816,150.3,78.9,25.19,641.6,4.323,3.13219531560143,,
,77,2.087,180.23,85.72,34.97,641.4,6.103,2.45124392336288,,
,,2.104,165.15,85.77,34.55,640.4,6.104,2.48248914616498,,
,,2.088,164.92,85.92,34.36,641.0,6.069,2.50058207217695,,
,,2.106,170.39,85.7,34.29,644.9,5.95,2.49927092446777,,
,,2.117,173.37,86.39,35.12,641.8,6.492,2.45985193621868,,
,,2.124,177.63,86.17,34.15,641.6,6.439,2.52327964860908,,
,,2.115,179.52,86.78,34.08,640.8,5.769,2.54636150234742,,
,,2.087,176.97,86.43,35.3,641.4,5.94,2.44844192634561,,
,,2.065,173.78,86.36,34.74,644.2,5.888,2.48589522164652,,
,,2.031,169.72,86.28,34.77,645.1,6.954,2.48144952545298,,
,,1.984,171.42,86.57,34.74,646.2,5.948,2.49194012665515,,
,,2.099,169.72,86.76,34.67,647.3,5.769,2.50245168733776,,
,,2.124,170.37,86.31,34.61,646.9,5.588,2.49378792256573,,
,,2.111,159.55,86.21,34.3,644.9,5.47,2.5134110787172,,
,,2.086,164.6,86.38,34.64,643.1,5.785,2.49364896073903,,
,,2.074,168.04,86.4,34.0,641.8,6.398,2.54117647058824,,
,,2.088,164.93,85.67,34.12,642.6,6.069,2.51084407971864,,
,,2.074,168.98,86.31,34.28,639.9,5.851,2.51779463243874,,
,,2.093,170.39,86.69,34.6,641.8,5.572,2.50549132947977,,
