Unnamed: 0,Num.,Height（ um）,Roughness （nm）,Length,Wideth,Adhesion (pN),Elastic modulus,Aspect Ratio
,,1.902,79.4,116.1,52.01,597.5,1.299,2.232263026341088
,,1.896,121.2,115.8,52.69,586.7,1.33,2.1977604858606945
,,1.879,183.0,115.9,52.44,595.4,1.307,2.210144927536232
,,1.856,133.8,115.7,52.38,587.6,1.312,2.2088583428789614
,,1.897,141.3,115.6,51.82,594.1,1.373,2.2307989193361637
,,1.904,144.0,115.3,52.56,591.4,1.45,2.193683409436834
,,1.903,137.3,115.8,52.75,597.8,1.267,2.195260663507109
,,1.892,110.8,115.5,52.03,601.3,1.297,2.219873150105708
,,1.892,83.5,115.2,52.38,590.9,1.512,2.199312714776632
,,1.886,75.4,115.6,51.82,589.4,1.292,2.2307989193361637
,62,1.788,80.7,100.2,29.211,506.7,3.308,3.4302146451679163
,,1.78,113.8,100.1,29.12,506.1,3.27,3.4374999999999996
,,1.784,147.0,99.98,28.61,508.1,3.129,3.494582313876267
,,1.789,120.9,100.3,28.88,505.1,3.495,3.4729916897506925
,,1.774,80.8,100.1,28.98,509.0,3.602,3.4541062801932365
,,1.783,124.1,99.97,28.57,508.6,3.754,3.499124956247812
,,1.791,145.1,100.1,28.52,505.0,3.492,3.5098176718092566
,,1.774,101.3,100.5,28.69,507.0,3.645,3.502962704775183
,,1.745,164.0,99.87,28.78,504.9,3.49,3.4701181375955525
,,1.759,129.8,99.96,28.71,506.4,3.759,3.48171368861024
,,1.788,132.8,100.3,28.77,508.0,3.736,3.48627042057699
,,1.771,96.6,100.0,28.94,509.7,3.435,3.455425017277125
,,1.768,115.1,99.7,28.91,508.4,3.588,3.4486336907644413
,,1.783,111.6,99.88,28.95,506.6,3.668,3.4500863557858374
,,1.79,96.0,100.1,28.67,510.7,3.792,3.491454482036972
,,1.781,109.3,100.8,28.44,511.1,3.893,3.5443037974683542
,,1.774,172.0,100.6,28.61,513.2,3.754,3.516253058371199
,,1.78,113.8,100.2,29.05,513.8,3.606,3.449225473321859
,,1.759,130.9,100.4,28.67,515.1,3.359,3.5019183815835366
,,1.791,147.0,99.97,29.12,510.0,3.267,3.433035714285714
,63,2.289,132.3,93.07,30.38,523.4,2.23,3.063528637261356
,,2.294,122.2,92.67,29.99,520.4,2.412,3.0900300100033347
,,2.32,98.72,92.61,29.83,521.4,2.492,3.1045926919208853
,,2.303,96.76,92.69,30.03,524.2,2.589,3.0865800865800863
,,2.288,115.8,92.9,30.19,536.0,2.805,3.077177873468036
,,2.312,104.4,93.1,30.17,533.4,2.752,3.0858468677494195
,,2.314,98.72,93.67,29.56,530.4,2.583,3.1688092016238163
,,2.294,122.0,93.03,29.59,528.3,2.489,3.143967556606962
,,2.293,141.4,92.88,29.61,531.9,2.32,3.1367781155015195
,,2.315,155.5,92.41,29.97,532.2,2.304,3.083416750083417
,,2.303,160.3,92.61,30.13,533.1,1.495,3.073680716893462
,,2.287,175.7,93.38,30.15,541.0,1.978,3.0971807628524046
,,2.265,160.3,93.34,30.16,547.9,1.829,3.094827586206897
,,2.204,141.1,93.28,29.98,531.9,1.884,3.1114076050700468
,,2.241,134.5,93.86,30.04,529.5,2.091,3.1245006657789616
,,2.265,125.6,93.57,29.68,532.5,2.155,3.1526280323450133
,,2.287,113.8,93.27,30.24,544.6,2.399,3.0843253968253967
,,2.272,98.93,93.05,30.03,554.2,2.418,3.0985680985680983
,,2.293,98.72,93.03,30.01,539.7,2.308,3.0999666777740753
,,2.294,96.76,93.8,29.82,563.4,2.412,3.145539906103286
,64,1.329,130.4,94.31,24.2,443.4,2.649,3.897107438016529
,,1.337,167.3,94.39,24.66,440.6,2.597,3.827656123276561
,,1.292,120.1,94.21,24.54,443.1,2.453,3.8390383048084757
,,1.291,149.4,94.03,24.38,443.9,2.377,3.8568498769483184
,,1.318,140.5,93.49,24.44,441.4,2.54,3.8252864157119473
,,1.299,116.9,93.82,24.03,443.5,2.823,3.9042863087806903
,,1.335,91.3,94.0,24.0,454.6,2.712,3.9166666666666665
,,1.31,111.3,93.93,24.57,456.9,2.499,3.822954822954823
,,1.335,75.2,93.21,24.38,458.5,2.674,3.823215750615258
,,1.357,85.9,93.51,24.76,459.4,2.619,3.7766558966074313
,,1.371,81.7,93.71,27.85,459.8,2.898,3.364811490125673
,,1.329,117.1,93.53,24.88,445.8,2.597,3.759244372990354
,,1.291,107.5,94.1,24.86,449.4,2.363,3.7851971037811745
,,1.327,100.0,93.64,24.69,445.1,2.289,3.7926285945727014
,,1.279,87.8,93.58,24.31,443.1,2.198,3.849444672974085
,,1.271,169.4,93.68,24.12,446.5,2.238,3.8839137645107797
,,1.378,160.2,93.86,24.09,448.5,2.146,3.896222498962225
,,1.329,135.0,93.75,24.19,447.0,2.102,3.8755684167011157
,,1.337,91.3,93.1,24.57,452.8,2.238,3.789173789173789
,,1.367,87.8,93.71,24.38,450.8,2.302,3.843724364232978
,65,1.533,129.1,97.19,25.7,432.6,2.808,3.7817120622568092
,,1.588,123.0,97.39,25.52,436.8,2.84,3.8162225705329154
,,1.565,124.1,97.21,25.43,440.6,2.807,3.8226504128981516
,,1.608,142.5,97.05,25.34,439.8,3.13,3.82991318074191
,,1.597,128.3,97.31,25.62,441.2,3.047,3.7982045277127243
,,1.565,125.9,97.42,26.19,442.3,2.955,3.7197403589156166
,,1.572,125.7,97.3,25.9,441.0,2.819,3.756756756756757
,,1.549,109.6,97.17,25.72,441.7,2.667,3.777993779160187
,,1.566,103.6,97.1,25.52,441.8,2.802,3.8048589341692787
,,1.547,94.87,97.35,25.47,444.4,2.928,3.822143698468787
,,1.571,107.6,97.47,25.65,442.5,2.897,3.8000000000000003
,,1.566,117.1,97.53,25.58,440.6,2.928,3.8127443315089917
,,1.579,144.1,97.71,25.99,439.8,2.802,3.7595228934205465
,,1.586,164.2,97.35,25.82,440.5,2.843,3.7703330751355537
,,1.594,167.9,97.46,25.63,436.4,2.84,3.8025751072961373
,,1.584,144.0,97.6,25.45,438.0,2.897,3.834970530451866
,,1.568,142.4,97.73,25.51,436.8,3.019,3.831046648373187
,,1.608,142.5,97.86,25.83,433.8,3.129,3.788617886178862
,,1.594,129.1,97.39,25.44,434.4,2.97,3.8282232704402515
,,1.58,133.7,97.57,25.63,430.4,2.802,3.8068669527896994
,66,2.289,94.02,95.46,26.98,487.9,1.249,3.53817642698295
,,2.082,92.54,95.24,26.49,488.6,1.239,3.5953189882974708
,,2.068,102.3,95.14,26.55,487.4,1.25,3.583427495291902
,,2.077,97.71,95.51,26.46,484.6,1.158,3.609599395313681
,,2.182,111.1,95.84,26.28,484.7,1.253,3.6468797564687976
,,2.225,116.6,95.67,26.18,487.4,1.34,3.654316271963331
,,2.276,107.8,95.49,26.71,488.7,1.336,3.5750655185323845
,,2.311,107.1,95.32,26.98,489.1,1.222,3.5329873980726463
,,2.319,115.5,95.14,26.94,493.1,1.361,3.531551596139569
,,2.293,107.8,95.47,26.75,493.7,1.44,3.5689719626168226
,,2.317,102.3,96.19,26.71,495.9,1.334,3.6012729314863345
,,2.299,93.68,95.56,26.6,495.0,1.208,3.5924812030075186
,,2.292,85.4,95.73,26.84,493.5,1.275,3.5666915052160957
,,2.232,98.53,95.98,26.74,501.4,1.385,3.589379207180255
,,2.22,101.1,96.23,26.23,497.7,1.361,3.668699961875715
,,2.193,115.1,96.33,26.88,497.9,1.36,3.583705357142857
,,2.289,105.1,95.4,26.44,497.1,1.235,3.6081694402420577
,,2.276,98.39,95.64,26.48,494.4,1.185,3.61178247734139
,,2.233,109.2,95.19,26.56,496.3,1.339,3.583960843373494
,,2.161,110.5,95.27,26.97,484.0,1.222,3.532443455691509
,67,2.396,100.82,90.6,30.85,434.4,3.035,2.936790923824959
,,2.397,96.63,90.63,30.39,436.0,3.542,2.9822309970384993
,,2.391,99.39,90.28,30.2,436.3,3.935,2.989403973509934
,,2.352,96.79,90.09,31.03,435.7,3.718,2.9033193683532064
,,2.29,117.22,90.8,31.02,430.0,3.223,2.9271437782076077
,,2.339,146.01,90.99,31.0,433.2,2.975,2.9351612903225806
,,2.376,116.14,90.95,30.24,432.7,3.287,3.0076058201058204
,,2.399,111.2,90.7,30.25,439.7,3.806,2.9983471074380166
,,2.387,125.66,90.81,30.85,440.0,3.998,2.9435980551053484
,,2.352,144.74,90.37,30.85,443.4,3.896,2.9293354943273906
,,2.362,135.67,90.45,30.63,442.9,3.436,2.952987267384917
,,2.31,150.81,90.5,30.24,445.4,3.138,2.992724867724868
,,2.396,107.16,90.73,30.6,448.6,3.132,2.965032679738562
,,2.397,96.63,90.32,30.99,453.3,3.542,2.914488544691836
,,2.391,129.68,90.4,30.56,449.5,4.31,2.9581151832460737
,,2.399,124.36,90.52,30.55,438.4,3.304,2.9630114566284775
,,2.376,131.92,90.56,31.16,437.3,3.663,2.9062901155327343
,,2.369,139.73,90.45,30.61,430.0,3.138,2.9549166938908855
,,2.391,131.66,90.3,30.41,433.3,3.498,2.9694179546201904
,,2.385,129.06,90.54,30.05,433.9,3.542,3.0129783693843595
,68,1.318,98.7,99.99,30.17,439.8,3.691,3.314219423268147
,,1.257,99.9,100.3,30.18,436.6,3.006,3.3233929754804508
,,1.282,97.5,100.2,30.15,437.0,3.929,3.323383084577115
,,1.307,102.1,100.6,29.75,439.5,3.208,3.381512605042017
,,1.324,122.7,99.45,29.22,438.6,3.825,3.4034907597535935
,,1.336,114.4,99.76,29.17,439.5,3.197,3.4199520054850874
,,1.341,90.14,100.1,29.0,437.4,3.143,3.451724137931034
,,1.336,98.7,99.86,29.56,441.1,3.152,3.3782138024357242
,,1.29,84.52,99.59,29.76,439.0,3.175,3.3464381720430105
,,1.319,81.72,100.4,29.94,437.9,3.173,3.353373413493654
,,1.31,93.8,100.6,29.16,439.1,3.186,3.4499314128943754
,,1.324,92.37,99.55,28.97,436.3,3.24,3.4363134276838108
,,1.307,108.5,99.62,29.75,434.9,3.482,3.3485714285714288
,,1.282,100.1,101.0,29.96,434.8,3.542,3.371161548731642
,,1.337,92.37,100.0,29.76,437.4,3.618,3.3602150537634405
,,1.318,83.02,99.75,29.35,436.8,3.466,3.398637137989778
,,1.309,85.51,100.1,29.16,438.8,3.449,3.43278463648834
,,1.29,85.59,99.38,28.97,435.9,3.493,3.4304452882292025
,,1.309,127.6,99.28,29.16,435.0,3.354,3.404663923182442
,,1.318,97.5,99.36,29.35,430.8,3.242,3.385349233390119
,69,1.935,93.7,99.04,37.43,326.7,3.391,2.6460058776382582
,,1.914,85.6,100.1,36.76,309.8,3.466,2.7230685527747553
,,1.908,82.7,100.0,36.23,304.5,3.44,2.7601435274634283
,,1.88,84.9,99.6,36.82,312.1,3.47,2.705051602390005
,,1.916,91.3,99.71,36.71,328.7,3.54,2.7161536366112773
,,1.914,87.6,99.32,36.6,335.9,3.448,2.713661202185792
,,1.935,97.7,99.53,36.71,338.7,3.458,2.7112503405066737
,,1.893,115.7,99.71,36.82,337.9,3.414,2.7080391091797935
,,1.842,99.3,99.82,36.88,340.1,3.447,2.706616052060737
,,1.835,95.9,99.76,36.83,345.2,3.453,2.7086614173228347
,,1.857,82.6,99.69,36.83,350.4,3.389,2.7067607928319304
,,1.893,61.9,99.73,36.52,347.9,3.438,2.7308324205914567
,,1.916,92.2,99.92,36.42,334.2,3.415,2.743547501372872
,,1.88,72.3,100.1,36.73,337.2,3.423,2.7252926762864145
,,1.908,86.6,100.3,36.66,338.2,3.431,2.7359519912711403
,,1.861,94.4,99.67,36.38,348.4,3.395,2.739692138537658
,,1.88,99.2,99.23,36.93,340.6,3.404,2.6869753587868943
,,1.833,70.1,99.16,36.82,344.2,3.438,2.6931015752308527
,,1.83,82.0,99.27,37.2,340.8,3.468,2.6685483870967737
,,1.92,82.1,99.2,36.76,337.4,3.398,2.698585418933624
,70,1.093,110.5,86.0,29.32,502.7,1.912,2.933151432469304
,,1.106,102.4,86.53,28.97,500.3,2.056,2.986882982395582
,,1.117,105.0,86.47,29.08,500.0,2.08,2.973521320495186
,,1.13,129.8,86.24,29.17,499.5,2.086,2.9564621186150153
,,1.132,100.3,86.13,28.33,499.2,2.154,3.040240028238616
,,1.113,106.1,86.32,28.39,499.7,2.286,3.0405072208524127
,,1.088,133.7,86.69,28.3,500.1,2.253,3.063250883392226
,,1.074,121.6,86.32,28.36,494.4,2.056,3.0437235543018333
,,1.079,111.5,86.16,28.81,493.3,2.039,2.990628254078445
,,1.072,166.0,86.56,29.14,494.2,2.161,2.970487302676733
,,1.112,109.3,86.76,28.5,498.4,2.225,3.0442105263157897
,,1.117,110.8,86.32,28.37,497.7,2.212,3.0426506873457875
,,1.114,105.9,86.55,28.19,500.3,2.039,3.070237672933664
,,1.102,109.5,86.75,28.14,497.3,2.278,3.0828002842928215
,,1.106,105.5,86.35,28.53,502.9,2.334,3.0266386260077107
,,1.138,109.9,86.56,28.62,500.1,2.493,3.024458420684836
,,1.13,105.4,86.45,28.82,502.1,2.372,2.9996530187369883
,,1.114,100.5,86.62,29.14,501.6,2.227,2.9725463280713798
,,1.088,100.8,86.82,29.36,493.4,2.084,2.95708446866485
,,1.125,111.7,86.13,28.86,505.1,1.857,2.9844074844074844
,71,2.522,96.3,99.72,27.45,461.1,2.995,3.6327868852459018
,,2.473,117.8,100.8,27.82,461.9,2.454,3.623292595255212
,,2.47,99.4,101.3,27.77,462.4,2.363,3.647821389989197
,,2.464,107.0,101.1,27.67,463.5,2.361,3.653776653415251
,,2.536,124.6,101.2,27.42,465.3,2.627,3.6907366885485047
,,2.53,105.5,100.7,27.9,464.7,2.744,3.609318996415771
,,2.478,90.8,99.75,27.88,462.3,2.388,3.577833572453372
,,2.473,85.2,100.5,27.76,460.8,2.732,3.620317002881844
,,2.34,90.6,100.3,27.81,462.1,2.832,3.606616325062927
,,2.364,88.3,100.7,27.43,461.0,2.562,3.6711629602624867
,,2.47,113.0,100.2,27.38,461.1,2.497,3.6596055514974437
,,2.522,101.4,100.5,27.77,461.9,2.475,3.6190133237306448
,,2.53,110.6,100.9,27.96,462.4,2.56,3.6087267525035767
,,2.511,84.6,100.3,27.88,465.4,2.725,3.597560975609756
,,2.483,96.0,99.8,27.82,466.1,2.716,3.587347232207045
,,2.439,107.1,100.4,27.74,466.4,2.868,3.6193222782984864
,,2.403,109.4,100.8,27.61,463.5,2.718,3.6508511408909814
,,2.389,107.1,100.1,27.73,463.7,2.772,3.6098088712585645
,,2.441,109.9,99.95,27.74,463.1,2.58,3.6031002162941603
,,2.44,90.2,100.6,27.3,462.9,2.72,3.6849816849816848
,72,1.967,100.2,117.4,31.26,477.7,4.368,3.7555982085732564
,,1.951,86.5,117.7,31.68,476.1,4.22,3.7152777777777777
,,1.927,91.9,118.1,31.58,481.1,4.438,3.7397086763774543
,,1.969,90.7,118.2,31.15,482.4,4.183,3.79454253611557
,,1.927,104.9,118.3,31.37,485.4,4.357,3.771118903410902
,,1.931,120.1,117.7,31.04,483.6,4.232,3.791881443298969
,,1.894,84.7,118.2,31.9,481.6,4.193,3.705329153605016
,,1.905,100.2,117.8,31.84,477.5,4.204,3.699748743718593
,,1.902,102.5,117.9,31.68,481.6,4.157,3.721590909090909
,,1.928,104.5,117.7,31.52,479.6,4.078,3.7341370558375635
,,1.967,98.9,117.5,31.21,473.6,4.257,3.7648189682793975
,,1.931,101.5,117.0,31.74,470.6,4.081,3.6862003780718338
,,1.932,122.6,117.2,31.42,480.9,4.219,3.7301082113303625
,,1.865,98.9,117.4,31.11,478.9,4.254,3.773706203792993
,,1.955,104.5,117.5,31.04,477.4,4.19,3.785438144329897
,,1.932,107.1,117.7,31.37,483.1,4.395,3.751992349378387
,,1.969,101.5,117.4,31.4,495.4,4.204,3.7388535031847137
,,1.95,102.0,117.5,31.5,476.3,4.193,3.7301587301587302
,,1.845,91.1,117.7,31.6,479.7,4.213,3.7246835443037973
,,1.922,84.7,117.5,31.8,475.4,4.234,3.6949685534591192
,73,2.222,137.1,115.5,28.29,519.7,3.753,4.08271474019088
,,2.225,134.8,115.2,28.93,518.8,3.908,3.982025578983754
,,2.197,133.4,115.7,28.26,511.1,4.023,4.094125973106864
,,2.127,113.5,115.8,28.59,513.2,4.094,4.050367261280168
,,2.151,97.9,115.9,28.49,521.7,3.731,4.0680940680940685
,,2.258,122.3,115.1,28.41,522.4,3.845,4.051390355508624
,,2.256,131.3,115.4,28.7,521.5,4.016,4.020905923344948
,,2.245,137.8,115.3,28.4,519.7,3.888,4.059859154929578
,,2.267,131.1,115.6,28.77,519.3,4.111,4.018074383037886
,,2.266,131.2,115.5,28.71,516.2,4.015,4.022988505747127
,,2.256,140.0,115.3,28.58,513.5,3.7,4.034289713086074
,,2.236,141.0,115.5,28.52,517.6,3.812,4.049789621318373
,,2.225,149.7,115.6,28.67,519.7,4.082,4.032089291942797
,,2.197,140.2,115.0,28.88,521.3,3.896,3.9819944598337953
,,2.188,139.4,115.4,28.19,520.3,3.733,4.093650230578219
,,2.134,142.0,115.2,28.87,519.9,4.094,3.9903013508832696
,,2.187,138.4,116.0,28.61,511.9,4.02,4.054526389374344
,,2.225,140.8,115.8,28.54,513.5,3.788,4.057463209530484
,,2.234,130.6,115.7,28.27,516.0,4.109,4.092677750265299
,,2.264,123.0,115.2,28.49,521.7,4.125,4.043524043524044
,74,2.397,134.2,102.6,33.52,516.8,2.29,3.0608591885441525
,,2.368,134.0,102.4,33.44,517.3,2.178,3.0622009569377995
,,2.321,156.3,102.8,33.42,518.3,2.118,3.076002393776182
,,2.289,160.4,103.0,33.56,520.9,2.073,3.069129916567342
,,2.311,131.2,102.5,32.92,522.4,1.855,3.113608748481166
,,2.327,138.8,102.6,33.1,518.9,1.97,3.0996978851963743
,,2.368,157.6,102.4,33.04,515.7,2.043,3.0992736077481844
,,2.344,134.0,102.2,32.25,516.3,1.961,3.1689922480620156
,,2.294,114.8,102.8,32.38,516.6,2.058,3.174799258801729
,,2.289,121.5,103.1,32.95,513.1,2.163,3.1289833080424883
,,2.323,139.8,102.8,32.99,514.5,2.1,3.1160957866020005
,,2.361,159.0,103.0,32.71,515.4,2.039,3.148884133292571
,,2.348,156.3,102.3,32.62,515.7,2.031,3.1361128142244024
,,2.342,156.5,102.5,32.67,513.0,2.044,3.1374349556167735
,,2.382,153.5,102.4,32.72,511.8,2.171,3.12958435207824
,,2.361,144.2,102.5,32.95,510.7,2.134,3.1107738998482546
,,2.333,143.1,102.7,32.53,511.8,2.029,3.157085766984322
,,2.323,133.7,102.8,32.34,515.0,2.049,3.1787260358688925
,,2.344,136.1,102.2,32.16,513.8,2.136,3.1778606965174134
,,2.294,147.9,102.5,32.74,514.9,2.029,3.1307269395235187
,75,1.562,118.11,116.3,28.97,516.7,1.239,4.014497756299621
,,1.577,120.86,116.6,29.02,535.4,1.282,4.017918676774638
,,1.613,120.26,116.7,29.32,535.0,1.206,3.980218281036835
,,1.594,123.59,116.2,29.48,532.5,1.18,3.9416553595658073
,,1.576,125.89,116.4,29.65,509.1,1.281,3.925801011804385
,,1.595,120.62,116.2,29.52,515.1,1.226,3.9363143631436315
,,1.557,121.56,116.7,29.16,525.8,1.274,4.002057613168724
,,1.519,120.89,115.8,29.28,520.8,1.173,3.954918032786885
,,1.556,112.43,116.8,29.69,520.5,1.198,3.933984506567868
,,1.538,113.49,116.4,29.65,510.1,1.237,3.925801011804385
,,1.494,109.96,115.9,29.58,509.8,1.36,3.9181879648411093
,,1.465,120.04,116.0,29.41,515.1,1.358,3.9442366541992517
,,1.514,123.41,116.2,29.24,529.0,1.226,3.974008207934337
,,1.562,122.7,116.3,29.07,510.9,1.154,4.000687994496044
,,1.557,120.08,116.6,29.19,542.3,1.177,3.9945186707776634
,,1.636,130.39,116.1,29.17,536.0,1.169,3.9801165581076443
,,1.613,130.25,116.3,29.41,542.3,1.222,3.954437266235974
,,1.521,126.68,116.5,29.13,540.4,1.201,3.999313422588397
,,1.533,122.51,116.6,29.25,530.1,1.173,3.986324786324786
,,1.53,118.51,116.7,29.18,529.9,1.198,3.9993145990404386
,76,2.116,114.2,128.4,24.32,534.2,1.633,5.279605263157895
,,2.135,137.1,128.6,24.6,530.5,1.753,5.227642276422764
,,1.121,155.9,128.5,24.83,530.3,1.804,5.175191300845752
,,2.119,122.2,127.9,24.76,533.2,1.704,5.165589660743134
,,2.104,99.97,128.7,24.75,531.8,1.581,5.199999999999999
,,2.106,126.2,128.5,24.09,532.7,1.358,5.334163553341636
,,2.117,124.9,128.4,24.48,526.2,1.184,5.245098039215686
,,2.131,141.2,128.7,24.83,527.6,1.283,5.183246073298429
,,2.126,120.2,128.1,24.19,534.8,1.129,5.295576684580404
,,2.133,117.0,128.1,24.47,537.2,1.178,5.234981610134859
,,2.132,127.5,128.4,24.11,537.6,1.377,5.3255910410618
,,2.128,122.6,128.2,24.6,533.2,1.253,5.211382113821138
,,2.126,112.4,128.1,24.63,530.5,1.279,5.200974421437271
,,2.13,106.0,128.2,24.11,529.7,1.463,5.317295727913728
,,2.119,105.3,128.5,24.07,528.2,1.377,5.338595762359784
,,2.097,134.4,128.7,24.32,526.9,1.129,5.291940789473684
,,2.087,114.1,128.5,24.19,532.1,1.201,5.3121124431583295
,,2.083,123.5,128.4,24.67,535.0,1.184,5.2047020672882045
,,2.122,141.2,128.5,24.55,528.6,1.311,5.234215885947047
,,2.126,124.9,127.9,24.27,532.5,1.283,5.2698805109188305
,77,1.965,94.0,124.9,24.23,505.1,2.122,5.154766817994222
,,1.969,110.5,125.2,24.14,504.7,2.102,5.186412593206296
,,1.92,130.6,124.9,24.25,505.8,2.143,5.150515463917526
,,1.983,110.2,124.6,24.33,505.0,2.263,5.12124948623099
,,1.967,106.7,124.5,24.53,500.5,2.153,5.075417855686914
,,1.979,129.3,124.2,24.2,506.6,2.155,5.132231404958678
,,1.97,102.9,124.0,24.54,505.2,2.169,5.052974735126324
,,1.956,94.3,124.5,24.42,500.1,2.115,5.098280098280098
,,1.94,96.6,124.6,24.31,507.1,2.17,5.125462772521596
,,1.923,103.8,124.5,24.2,505.7,2.252,5.144628099173554
,,1.97,102.6,124.4,24.2,513.1,2.175,5.140495867768595
,,1.95,97.2,124.7,24.32,512.1,2.243,5.1274671052631575
,,1.98,103.8,124.5,24.97,511.3,2.26,4.985983179815779
,,1.981,90.8,124.9,24.75,504.4,2.296,5.0464646464646465
,,1.966,106.7,124.7,24.62,503.5,2.146,5.064987814784728
,,1.95,97.2,125.4,24.64,505.7,2.102,5.089285714285714
,,1.965,118.6,125.1,24.2,513.2,2.125,5.169421487603306
,,1.98,102.9,124.5,24.22,514.6,2.134,5.1403798513625105
,,1.946,105.1,125.0,24.86,518.7,2.214,5.02815768302494
,,1.957,97.0,125.1,24.75,516.1,2.229,5.054545454545455
,78,1.576,91.47,97.12,22.79,479.0,0.902,4.261518209741115
,,1.547,96.75,96.57,22.21,475.2,0.89,4.34804142278253
,,1.51,115.4,97.58,22.73,472.1,0.868,4.29300483941927
,,1.556,88.99,97.43,22.51,473.1,0.839,4.328298533984896
,,1.587,108.1,97.14,22.4,475.9,0.82,4.336607142857143
,,1.579,93.07,96.13,22.33,478.0,0.851,4.3049708911777875
,,1.606,103.9,96.58,22.4,483.9,0.88,4.311607142857143
,,1.607,108.1,96.99,22.53,483.7,0.854,4.3049267643142475
,,1.581,96.75,97.72,22.57,476.5,0.89,4.329641116526362
,,1.573,76.66,97.57,22.55,475.6,0.822,4.326829268292682
,,1.561,70.28,97.15,22.83,474.3,0.84,4.255365746824355
,,1.55,72.64,97.14,22.27,473.5,0.871,4.361921867983835
,,1.534,75.04,97.12,22.44,475.0,0.869,4.327985739750446
,,1.524,84.28,97.28,22.01,473.3,0.896,4.419809177646524
,,1.53,88.99,96.65,22.12,470.7,0.872,4.369349005424954
,,1.55,103.4,96.85,22.22,470.0,0.849,4.358685868586859
,,1.572,101.7,97.01,22.36,468.5,0.883,4.338550983899822
,,1.589,105.5,97.03,22.68,472.0,0.872,4.2782186948853616
,,1.604,71.13,97.47,22.5,474.8,0.88,4.332
,,1.585,96.75,97.72,22.61,472.3,0.873,4.321981424148607
,79,2.582,109.5,96.43,34.37,463.3,3.571,2.8056444573756187
,,2.514,89.91,96.81,34.44,465.7,3.656,2.8109756097560976
,,2.605,88.2,96.89,34.7,460.0,3.095,2.7922190201729102
,,2.606,125.3,96.8,33.44,456.9,3.719,2.8947368421052633
,,2.601,87.25,96.46,33.63,459.1,3.611,2.868272375854891
,,2.609,85.55,96.36,33.55,459.4,3.62,2.872131147540984
,,2.599,130.5,96.61,33.45,460.2,3.606,2.8881913303437963
,,2.582,125.0,96.71,34.35,459.1,3.27,2.815429403202329
,,2.58,108.1,96.92,34.12,456.3,3.533,2.840562719812427
,,2.605,132.4,96.58,33.97,461.6,3.649,2.8430968501619076
,,2.539,100.4,96.76,33.82,465.8,3.533,2.861028976936724
,,2.544,94.7,96.7,34.01,469.4,3.85,2.8432813878271097
,,2.541,130.5,96.22,33.75,476.4,3.611,2.850962962962963
,,2.609,84.46,96.45,33.49,475.3,3.719,2.8799641684084802
,,2.593,96.41,96.22,33.67,467.4,3.27,2.8577368577368576
,,2.587,86.81,96.88,33.86,464.7,3.531,2.861193148257531
,,2.606,87.25,96.83,33.39,459.7,3.647,2.899970050913447
,,2.605,112.0,96.74,33.45,461.3,3.27,2.892077727952167
,,2.582,108.0,96.32,33.14,455.0,3.667,2.906457453228726
,,2.571,100.3,96.0,33.33,463.3,3.572,2.8802880288028803
,80,1.739,96.88,106.6,30.76,529.7,2.777,3.465539661898569
,,1.726,99.73,106.2,30.68,529.4,2.765,3.4615384615384617
,,1.703,96.88,105.7,30.29,531.2,2.982,3.489600528227138
,,1.689,93.54,105.6,30.43,524.8,2.887,3.470259612224778
,,1.734,95.39,105.4,30.47,529.7,2.82,3.459140137840499
,,1.739,90.62,106.0,30.27,523.0,3.092,3.5018169805087545
,,1.727,92.87,105.6,30.59,521.4,2.765,3.4521085322000653
,,1.732,90.95,105.3,30.65,515.9,3.051,3.435562805872757
,,1.718,94.37,105.8,30.82,523.1,3.22,3.432835820895522
,,1.689,99.38,105.4,30.26,520.0,2.838,3.4831460674157304
,,1.716,104.5,105.2,30.14,522.6,3.128,3.4903782349037824
,,1.715,99.81,105.1,30.2,524.5,2.916,3.4801324503311255
,,1.72,98.99,105.3,30.26,530.0,2.763,3.479841374752148
,,1.73,125.3,104.9,30.45,530.1,2.844,3.4449917898193765
,,1.743,99.81,105.4,30.65,528.8,2.752,3.438825448613377
,,1.715,121.5,105.5,30.54,531.1,3.022,3.454485920104781
,,1.734,96.88,105.6,30.34,525.9,2.778,3.4805537244561635
,,1.707,107.2,106.1,30.43,522.0,2.713,3.4866907656917516
,,1.663,89.78,105.3,30.5,536.4,2.659,3.4524590163934423
,,1.637,89.14,105.2,30.72,537.3,2.749,3.424479166666667
,81,2.018,126.4,110.2,23.86,478.2,1.505,4.618608549874267
,,1.967,110.4,109.2,24.01,471.5,1.455,4.548104956268221
,,1.997,129.4,109.7,24.23,477.6,1.446,4.527445315724309
,,1.969,120.7,110.3,23.97,471.0,1.4,4.601585314977055
,,2.013,129.8,109.9,24.07,472.0,1.545,4.5658496053178235
,,2.007,123.8,110.0,24.25,469.9,1.41,4.536082474226804
,,2.028,139.0,110.6,24.23,474.1,1.732,4.564589352042922
,,2.03,119.1,110.5,24.17,471.3,1.867,4.571783202316921
,,1.934,123.9,109.4,24.54,469.4,1.789,4.458027709861451
,,1.899,117.9,109.8,24.5,465.1,1.4,4.481632653061224
,,1.947,124.0,110.2,24.09,466.9,1.338,4.574512245745122
,,1.975,136.6,110.7,24.24,470.2,1.422,4.566831683168317
,,2.018,123.2,110.3,23.96,472.3,1.6,4.603505843071786
,,2.029,114.5,110.9,24.43,471.2,1.833,4.539500613999182
